time,geocoding-backend.googleapis.com,maps-backend.googleapis.com,places-backend.googleapis.com
2019-06-17T06:18:34.546Z,0.00038580246913580245,0.019598765432098767,0.003626543209876543
2019-06-17T09:54:34.546Z,0.00015432098765432098,0.02052469135802469,0.0020061728395061726
2019-06-17T13:30:34.546Z,0.0002314814814814815,0.029552469135802464,0.0033950617283950617
2019-06-17T17:06:34.546Z,0.0004629629629629629,0.04714506172839506,0.004629629629629629
2019-06-17T20:42:34.546Z,0.00030864197530864197,0.04853395061728395,0.005092592592592593
2019-06-18T00:18:34.546Z,,0.01388888888888889,0.000462962962962963
2019-06-18T03:54:34.546Z,,0.01566358024691358,0.00007716049382716049
2019-06-18T07:30:34.546Z,,0.02067901234567901,0.0002314814814814815
2019-06-18T11:06:34.546Z,0.0002314814814814815,0.021064814814814814,0.0019290123456790122
2019-06-18T14:42:34.546Z,0.00015432098765432098,0.04652777777777778,0.0027777777777777775
2019-06-18T18:18:34.546Z,,0.04220679012345679,0.0021604938271604936
2019-06-18T21:54:34.546Z,0.00015432098765432098,0.02708333333333333,0.0024691358024691353
2019-06-19T01:30:34.546Z,0.00007716049382716049,0.02507716049382716,0.001080246913580247
2019-06-19T05:06:34.546Z,,0.024691358024691357,0.00007716049382716049
2019-06-19T08:42:34.546Z,0.00030864197530864197,0.02739197530864198,0.0014660493827160493
2019-06-19T12:18:34.546Z,0.00030864197530864197,0.05802469135802469,0.0035493827160493828
2019-06-19T15:54:34.546Z,0.0002314814814814815,0.04521604938271605,0.003935185185185186
2019-06-19T19:30:34.546Z,0.00038580246913580245,0.019290123456790122,0.0030864197530864196
2019-06-19T23:06:34.546Z,,0.019212962962962963,0.00015432098765432098
2019-06-20T02:42:34.546Z,,0.016435185185185185,0.00007716049382716049
2019-06-20T06:18:34.546Z,,0.025077160493827164,0.006635802469135802
2019-06-20T09:54:34.546Z,,0.021604938271604937,0.000925925925925926
2019-06-20T13:30:34.546Z,0.00015432098765432098,0.02399691358024691,0.001388888888888889
2019-06-20T17:06:34.546Z,,0.02978395061728395,0.0010030864197530865
2019-06-20T20:42:34.546Z,0.00007716049382716049,0.03611111111111111,0.001388888888888889
2019-06-21T00:18:34.546Z,,0.027932098765432095,0.00007716049382716049
2019-06-21T03:54:34.546Z,,0.026003086419753085,
2019-06-21T07:30:34.546Z,0.00007716049382716049,0.019984567901234568,0.0005401234567901235
2019-06-21T11:06:34.546Z,,0.022376543209876542,0.0002314814814814815
2019-06-21T14:42:34.546Z,0.00007716049382716049,0.03310185185185185,0.0013888888888888887
2019-06-21T18:18:34.546Z,0.00015432098765432098,0.03796296296296296,0.001388888888888889
2019-06-21T21:54:34.546Z,0.00007716049382716049,0.029861111111111113,0.0016203703703703703
2019-06-22T01:30:34.546Z,0.00007716049382716049,0.025462962962962965,0.0006944444444444445
2019-06-22T05:06:34.546Z,0.0002314814814814815,0.0183641975308642,0.0010030864197530863
2019-06-22T08:42:34.546Z,,0.017978395061728394,
2019-06-22T12:18:34.546Z,,0.014660493827160493,
2019-06-22T15:54:34.546Z,,0.018750000000000003,
2019-06-22T19:30:34.546Z,0.00038580246913580245,0.017746913580246913,0.0010030864197530863
2019-06-22T23:06:34.546Z,,0.019058641975308644,
2019-06-23T02:42:34.546Z,,0.024074074074074074,0.00007716049382716049
2019-06-23T06:18:34.546Z,,0.02939814814814815,0.00015432098765432098
2019-06-23T09:54:34.546Z,,0.024305555555555556,0.00015432098765432098
2019-06-23T13:30:34.546Z,,0.02044753086419753,0.00007716049382716049
2019-06-23T17:06:34.546Z,,0.028780864197530866,0.00015432098765432098
2019-06-23T20:42:34.546Z,,0.026003086419753088,0.0002314814814814815
2019-06-24T00:18:34.546Z,,0.018132716049382717,0.00030864197530864197
2019-06-24T03:54:34.546Z,,0.01905864197530864,0.00030864197530864197
2019-06-24T07:30:34.546Z,,0.01589506172839506,
2019-06-24T11:06:34.546Z,,0.009645061728395063,0.00030864197530864197
2019-06-24T14:42:34.546Z,0.00015432098765432098,0.019135802469135803,0.0047067901234567906
2019-06-24T18:18:34.546Z,0.00007716049382716049,0.024151234567901237,0.003240740740740741
2019-06-24T21:54:34.546Z,,0.10324074074074073,0.000771604938271605
2019-06-25T01:30:34.546Z,,0.03742283950617284,0.001388888888888889
2019-06-25T05:06:34.546Z,,0.03094135802469136,0.0002314814814814815
2019-06-25T08:42:34.546Z,0.0002314814814814815,0.018441358024691358,0.0008487654320987654
2019-06-25T12:18:34.546Z,0.00015432098765432098,0.017669753086419753,0.0004629629629629629
2019-06-25T15:54:34.546Z,0.00007716049382716049,0.019598765432098767,0.002006172839506173
2019-06-25T19:30:34.546Z,0.00007716049382716049,0.02986111111111111,0.0016203703703703703
2019-06-25T23:06:34.546Z,,0.042978395061728396,0.000462962962962963
2019-06-26T02:42:34.546Z,0.00015432098765432098,0.025694444444444443,0.0016203703703703705
2019-06-26T06:18:34.546Z,,0.020061728395061727,0.00038580246913580245
2019-06-26T09:54:34.546Z,,0.013425925925925928,0.000771604938271605
2019-06-26T13:30:34.546Z,0.00015432098765432098,0.009645061728395061,0.004552469135802469
2019-06-26T17:06:34.546Z,0.000462962962962963,0.021296296296296296,0.004552469135802469
2019-06-26T20:42:34.546Z,,0.025771604938271606,0.0006944444444444445
2019-06-27T00:18:34.546Z,0.0002314814814814815,0.03765432098765432,0.0016975308641975309
2019-06-27T03:54:34.546Z,,0.024228395061728396,0.001080246913580247
2019-06-27T07:30:34.546Z,0.00015432098765432098,0.01967592592592593,0.0013117283950617284
2019-06-27T11:06:34.546Z,0.0002314814814814815,0.013271604938271606,0.002160493827160494
2019-06-27T14:42:34.546Z,,0.01998456790123457,0.0011574074074074073
2019-06-27T18:18:34.546Z,0.0007716049382716049,0.028395061728395062,0.0054783950617283955
2019-06-27T21:54:34.546Z,0.0005401234567901235,0.02361111111111111,0.002469135802469136
2019-06-28T01:30:34.546Z,0.00015432098765432098,0.04189814814814815,0.0017746913580246912
2019-06-28T05:06:34.546Z,0.0002314814814814815,0.0540895061728395,0.0009259259259259259
2019-06-28T08:42:34.546Z,0.00015432098765432098,0.06157407407407407,0.0006172839506172839
2019-06-28T12:18:34.546Z,0.00007716049382716049,0.062268518518518515,0.00038580246913580245
2019-06-28T15:54:34.546Z,0.00015432098765432098,0.06442901234567902,0.0012345679012345679
2019-06-28T19:30:34.546Z,0.00007716049382716049,0.055324074074074074,0.0010030864197530865
2019-06-28T23:06:34.546Z,0.00007716049382716049,0.06674382716049383,0.0013888888888888887
2019-06-29T02:42:34.546Z,0.000925925925925926,0.06921296296296296,0.007253086419753087
2019-06-29T06:18:34.546Z,,0.07584876543209876,0.0006944444444444444
2019-06-29T09:54:34.546Z,0.00007716049382716049,0.07608024691358024,0.00007716049382716049
2019-06-29T13:30:34.546Z,,0.0822530864197531,0.00007716049382716049
2019-06-29T17:06:34.546Z,0.00007716049382716049,0.08194444444444444,0.0002314814814814815
2019-06-29T20:42:34.546Z,0.00030864197530864197,0.07453703703703703,0.004629629629629629
2019-06-30T00:18:34.546Z,0.00007716049382716049,0.06736111111111112,0.0005401234567901234
2019-06-30T03:54:34.546Z,,0.06396604938271605,0.00038580246913580245
2019-06-30T07:30:34.546Z,0.00007716049382716049,0.06589506172839506,0.0010030864197530863
2019-06-30T11:06:34.546Z,,0.0724537037037037,
2019-06-30T14:42:34.546Z,,0.06080246913580247,0.00007716049382716049
2019-06-30T18:18:34.546Z,,0.06736111111111112,0.00007716049382716049
2019-06-30T21:54:34.546Z,,0.06774691358024691,
2019-07-01T01:30:34.546Z,0.00015432098765432098,0.05578703703703704,0.00154320987654321
2019-07-01T05:06:34.546Z,0.0015432098765432098,0.0566358024691358,0.010185185185185184
2019-07-01T08:42:34.546Z,0.00007716049382716049,0.05486111111111111,0.0023148148148148143
2019-07-01T12:18:34.546Z,0.0002314814814814815,0.06018518518518519,0.001234567901234568
2019-07-01T15:54:34.546Z,0.00007716049382716049,0.05092592592592593,0.0011574074074074076
2019-07-01T19:30:34.546Z,0.00007716049382716049,0.05925925925925926,0.0006172839506172839
2019-07-01T23:06:34.546Z,,0.07399691358024692,0.0012345679012345679
2019-07-02T02:42:34.546Z,0.0002314814814814815,0.06358024691358025,0.0018518518518518517
