time,geocoding-backend.googleapis.com,maps-backend.googleapis.com,places-backend.googleapis.com
2019-06-02T06:18:34.546Z,0.0002314814814814815,0.00154320987654321,0.0010030864197530865
2019-06-02T09:54:34.546Z,0.00007716049382716049,0.0013117283950617284,0.0002314814814814815
2019-06-02T13:30:34.546Z,,0.001851851851851852,0.00015432098765432098
2019-06-02T17:06:34.546Z,0.00007716049382716049,0.0014660493827160495,0.001388888888888889
2019-06-02T20:42:34.546Z,,0.0023148148148148147,0.001388888888888889
2019-06-03T00:18:34.546Z,0.00015432098765432098,0.0007716049382716049,0.0009259259259259259
2019-06-03T03:54:34.546Z,0.00007716049382716049,0.0019290123456790125,0.005941358024691357
2019-06-03T07:30:34.546Z,0.0005401234567901234,0.0029320987654320985,0.005864197530864198
2019-06-03T11:06:34.546Z,0.0002314814814814815,0.0046296296296296285,0.003935185185185185
2019-06-03T14:42:34.546Z,0.00007716049382716049,0.004861111111111111,0.002700617283950617
2019-06-03T18:18:34.546Z,0.0004629629629629629,0.00470679012345679,0.004166666666666667
2019-06-03T21:54:34.546Z,0.0008487654320987654,0.004475308641975309,0.007561728395061727
2019-06-04T01:30:34.546Z,0.0005401234567901234,0.003703703703703704,0.007638888888888888
2019-06-04T05:06:34.546Z,0.00038580246913580245,0.002777777777777778,0.003626543209876543
2019-06-04T08:42:34.546Z,0.00015432098765432098,0.0015432098765432098,0.0016203703703703703
2019-06-04T12:18:34.546Z,0.00015432098765432098,0.0022376543209876544,0.004552469135802469
2019-06-04T15:54:34.546Z,0.000462962962962963,0.003780864197530864,0.0047067901234567906
2019-06-04T19:30:34.546Z,0.00007716049382716049,0.002160493827160494,0.006790123456790123
2019-06-04T23:06:34.546Z,0.00007716049382716049,0.0032407407407407406,0.002006172839506173
2019-06-05T02:42:34.546Z,0.00038580246913580245,0.006867283950617284,0.005555555555555556
2019-06-05T06:18:34.546Z,0.00015432098765432098,0.0020061728395061726,0.0012345679012345679
2019-06-05T09:54:34.546Z,0.0002314814814814815,0.008487654320987656,0.0054783950617283955
2019-06-05T13:30:34.546Z,0.00038580246913580245,0.0029320987654320985,0.003780864197530864
2019-06-05T17:06:34.546Z,0.0006944444444444444,0.007021604938271604,0.007021604938271605
2019-06-05T20:42:34.546Z,0.000925925925925926,0.004012345679012346,0.005787037037037037
2019-06-06T00:18:34.546Z,,0.0016203703703703703,0.0013117283950617284
2019-06-06T03:54:34.546Z,0.0004629629629629629,0.006481481481481481,0.004629629629629629
2019-06-06T07:30:34.546Z,0.0006172839506172839,0.003472222222222222,0.007098765432098766
2019-06-06T11:06:34.546Z,0.0006944444444444444,0.0032407407407407406,0.004552469135802469
2019-06-06T14:42:34.546Z,0.0002314814814814815,0.007021604938271604,0.004243827160493827
2019-06-06T18:18:34.546Z,0.00015432098765432098,0.008641975308641974,0.0016203703703703703
2019-06-06T21:54:34.546Z,0.000462962962962963,0.0037808641975308646,0.005632716049382716
2019-06-07T01:30:34.546Z,0.0004629629629629629,0.004629629629629629,0.00470679012345679
2019-06-07T05:06:34.546Z,0.00038580246913580245,0.003780864197530864,0.0043981481481481476
2019-06-07T08:42:34.546Z,0.0006944444444444445,0.004320987654320987,0.005632716049382716
2019-06-07T12:18:34.546Z,0.0002314814814814815,0.002006172839506173,0.0011574074074074073
2019-06-07T15:54:34.546Z,0.00007716049382716049,0.0016975308641975306,0.0013117283950617286
2019-06-07T19:30:34.546Z,0.00007716049382716049,0.0024691358024691358,0.0022376543209876544
2019-06-07T23:06:34.546Z,,0.0016975308641975309,0.0036265432098765435
2019-06-08T02:42:34.546Z,0.00038580246913580245,0.002546296296296296,0.0020061728395061726
2019-06-08T06:18:34.546Z,,0.0022376543209876544,0.000925925925925926
2019-06-08T09:54:34.546Z,0.00007716049382716049,0.005478395061728395,0.0017746913580246914
2019-06-08T13:30:34.546Z,,0.0016975308641975309,0.0007716049382716049
2019-06-08T17:06:34.546Z,0.00015432098765432098,0.0007716049382716049,0.002546296296296296
2019-06-08T20:42:34.546Z,0.000925925925925926,0.002623456790123457,0.005864197530864197
2019-06-09T00:18:34.546Z,0.00007716049382716049,0.0038580246913580245,0.0017746913580246912
2019-06-09T03:54:34.546Z,0.00007716049382716049,0.0014660493827160495,0.000925925925925926
2019-06-09T07:30:34.546Z,0.0002314814814814815,0.002006172839506173,0.0033950617283950617
2019-06-09T11:06:34.546Z,0.00030864197530864197,0.001080246913580247,0.003780864197530864
2019-06-09T14:42:34.546Z,,0.000617283950617284,0.0004629629629629629
2019-06-09T18:18:34.546Z,,0.00038580246913580245,0.00015432098765432098
2019-06-09T21:54:34.546Z,0.00007716049382716049,0.0008487654320987654,0.0008487654320987654
2019-06-10T01:30:34.546Z,,0.0007716049382716049,0.0005401234567901235
2019-06-10T05:06:34.546Z,0.00030864197530864197,0.0011574074074074073,0.0024691358024691353
2019-06-10T08:42:34.546Z,0.000462962962962963,0.010725308641975309,0.004629629629629629
2019-06-10T12:18:34.546Z,0.00007716049382716049,0.022299382716049383,0.002237654320987654
2019-06-10T15:54:34.546Z,,0.013734567901234567,0.0013888888888888887
2019-06-10T19:30:34.546Z,0.0002314814814814815,0.006712962962962963,0.0020833333333333333
2019-06-10T23:06:34.546Z,0.00015432098765432098,0.003626543209876543,0.0024691358024691353
2019-06-11T02:42:34.546Z,0.00030864197530864197,0.033950617283950615,0.0025462962962962965
2019-06-11T06:18:34.546Z,0.0007716049382716049,0.464429012345679,0.008796296296296297
2019-06-11T09:54:34.546Z,0.00038580246913580245,0.503317901234568,0.007638888888888889
2019-06-11T13:30:34.546Z,0.0006172839506172839,0.3084876543209877,0.006404320987654321
2019-06-11T17:06:34.546Z,,0.24251543209876542,0.0002314814814814815
2019-06-11T20:42:34.546Z,,0.20462962962962966,0.001388888888888889
2019-06-12T00:18:34.546Z,,0.24621913580246915,0.0008487654320987654
2019-06-12T03:54:34.546Z,0.0002314814814814815,0.17870370370370373,0.002006172839506173
2019-06-12T07:30:34.546Z,,0.18086419753086422,0.0002314814814814815
2019-06-12T11:06:34.546Z,,0.11288580246913581,
2019-06-12T14:42:34.546Z,,0.09197530864197531,0.0002314814814814815
2019-06-12T18:18:34.546Z,0.0002314814814814815,0.06820987654320987,0.0016975308641975309
2019-06-12T21:54:34.546Z,,0.03896604938271605,0.001851851851851852
2019-06-13T01:30:34.546Z,0.00030864197530864197,0.0470679012345679,0.00316358024691358
2019-06-13T05:06:34.546Z,0.00007716049382716049,0.019290123456790122,0.0013888888888888887
2019-06-13T08:42:34.546Z,,0.010185185185185186,0.0007716049382716049
2019-06-13T12:18:34.546Z,0.0004629629629629629,0.016126543209876543,0.004012345679012345
2019-06-13T15:54:34.546Z,0.00007716049382716049,0.02037037037037037,0.003472222222222222
2019-06-13T19:30:34.546Z,0.00030864197530864197,0.0195216049382716,0.004861111111111111
2019-06-13T23:06:34.546Z,,0.020910493827160495,0.0031635802469135803
2019-06-14T02:42:34.546Z,0.00030864197530864197,0.022376543209876545,0.002700617283950617
2019-06-14T06:18:34.546Z,0.0002314814814814815,0.03271604938271605,0.0022376543209876544
2019-06-14T09:54:34.546Z,0.0004629629629629629,0.023996913580246915,0.0028549382716049386
2019-06-14T13:30:34.546Z,0.000462962962962963,0.022839506172839506,0.005401234567901234
2019-06-14T17:06:34.546Z,0.00007716049382716049,0.021219135802469133,0.003780864197530864
2019-06-14T20:42:34.546Z,0.00007716049382716049,0.02353395061728395,0.0024691358024691358
2019-06-15T00:18:34.546Z,,0.01983024691358025,0.0007716049382716049
2019-06-15T03:54:34.546Z,0.00007716049382716049,0.023996913580246915,0.0008487654320987654
2019-06-15T07:30:34.546Z,,0.02222222222222222,0.00015432098765432098
2019-06-15T11:06:34.546Z,,0.026080246913580248,0.00015432098765432098
2019-06-15T14:42:34.546Z,,0.03248456790123457,0.0014660493827160495
2019-06-15T18:18:34.546Z,,0.04961419753086419,0.0030092592592592593
2019-06-15T21:54:34.546Z,,0.039891975308641976,0.003780864197530864
2019-06-16T01:30:34.546Z,,0.023996913580246915,0.0006944444444444445
2019-06-16T05:06:34.546Z,0.00007716049382716049,0.02376543209876543,0.0015432098765432098
2019-06-16T08:42:34.546Z,,0.03263888888888889,0.0005401234567901234
2019-06-16T12:18:34.546Z,,0.0349537037037037,0.00030864197530864197
2019-06-16T15:54:34.546Z,0.00007716049382716049,0.04336419753086419,0.0011574074074074073
2019-06-16T19:30:34.546Z,0.00007716049382716049,0.056712962962962965,0.004861111111111111
2019-06-16T23:06:34.546Z,,0.027546296296296298,0.00038580246913580245
2019-06-17T02:42:34.546Z,,0.02044753086419753,0.00030864197530864197
